,ORI,DATA_YEAR,POPULATION
18022,TN0790400,2015,11061
18023,TN0790400,2014,11095
18024,TN0790400,2013,10500
18025,TN0790400,2012,10342
18026,TN0790400,2011,10268
18027,TN0790400,2010,10176
18028,TN0790400,2009,10137
18029,TN0790400,2008,10282
18030,TN0790600,2017,58895
18031,TN0790600,2016,58897
18032,TN0790600,2015,58578
18033,TN0790600,2014,58529
18034,TN0790600,2013,56360
18035,TN0790600,2012,55510
18036,TN0790600,2011,55106
18037,TN0790600,2010,54613
18038,TN0790600,2009,47881
18039,TN0790600,2008,48044
18040,TN0800300,2017,1209
18041,TN0800300,2016,1203
18042,TN0800300,2015,1188
18043,TN0800300,2014,1196
18044,TN0800300,2013,1198
18045,TN0800300,2012,1222
18046,TN0800300,2011,1224
18047,TN0800300,2010,1213
18048,TN0800300,2009,1319
18049,TN0800300,2008,1316
18050,TN0820000,2017,77806
18051,TN0820000,2016,77848
18052,TN0820000,2015,78080
18053,TN0820000,2014,78148
18054,TN0820000,2013,79475
18055,TN0820000,2012,82800
18056,TN0820000,2011,83416
18057,TN0820000,2010,82670
18058,TN0820000,2009,85363
18059,TN0820000,2008,84841
18060,TN0820100,2017,27176
18061,TN0820100,2016,26656
18062,TN0820100,2015,26732
18063,TN0820100,2014,26603
18064,TN0820100,2013,26660
18065,TN0820100,2012,27024
18066,TN0820100,2011,26943
18067,TN0820100,2010,26702
18068,TN0820100,2009,25859
18069,TN0820100,2008,25485
18070,TN0820200,2017,52810
18071,TN0820200,2016,53059
18072,TN0820200,2015,53091
18073,TN0820200,2014,53010
18074,TN0820200,2013,51496
18075,TN0820200,2012,49639
18076,TN0820200,2011,48640
18077,TN0820200,2010,48205
18078,TN0820200,2009,44402
18079,TN0820200,2008,44350
18080,TN0830000,2017,56344
18081,TN0830000,2016,54769
18082,TN0830000,2015,59753
18083,TN0830000,2014,58673
18084,TN0830000,2013,57489
18085,TN0830000,2012,56583
18086,TN0830000,2011,55576
18087,TN0830000,2010,55079
18088,TN0830000,2009,55835
18089,TN0830000,2008,53997
18090,TN0840000,2017,32747
18091,TN0840000,2016,33043
18092,TN0840000,2015,33068
18093,TN0840000,2014,33266
18094,TN0840000,2013,33438
18095,TN0840000,2012,33772
18096,TN0840000,2011,33685
18097,TN0840000,2010,33385
18098,TN0840000,2009,31672
18099,TN0840000,2008,31374
18100,TN0840100,2017,8909
18101,TN0840100,2016,9039
18102,TN0840100,2015,9008
18103,TN0840100,2014,9060
18104,TN0840100,2013,9076
18105,TN0840100,2012,9142
18106,TN0840100,2011,9120
18107,TN0840100,2010,9038
18108,TN0840100,2009,9339
18109,TN0840100,2008,9175
18110,TN0840400,2017,2949
18111,TN0840400,2016,3018
18112,TN0840400,2015,2956
18113,TN0840400,2014,2961
18114,TN0840400,2013,2960
18115,TN0840400,2012,2769
18116,TN0840400,2011,2760
18117,TN0840400,2010,2735
18118,TN0840400,2009,2736
18119,TN0840400,2008,2672
18120,TN0880000,2017,4089
18121,TN0880000,2016,4062
18122,TN0880000,2015,4026
18123,TN0880000,2014,3992
18124,TN0880000,2013,4030
18125,TN0880000,2012,3931
18126,TN0880000,2011,3983
18127,TN0880000,2010,3947
18128,TN0880000,2009,3799
18129,TN0880000,2008,3743
18130,TN0890000,2017,26917
18131,TN0890000,2016,26758
18132,TN0890000,2015,26379
18133,TN0890000,2014,26413
18134,TN0890000,2013,26277
18135,TN0890000,2012,26511
18136,TN0890000,2011,26470
18137,TN0890000,2010,26234
18138,TN0890000,2009,26810
18139,TN0890000,2008,26583
18140,TN0890100,2017,13786
18141,TN0890100,2016,13789
18142,TN0890100,2015,13622
18143,TN0890100,2014,13683
18144,TN0890100,2013,13595
18145,TN0890100,2012,13746
18146,TN0890100,2011,13728
18147,TN0890100,2010,13605
18148,TN0890100,2009,13318
18149,TN0890100,2008,13251
18150,TN0900000,2017,57520
18151,TN0900000,2016,56756
18152,TN0900000,2015,57033
18153,TN0900000,2014,57290
18154,TN0900000,2013,57267
18155,TN0900000,2012,57432
18156,TN0900000,2011,56814
18157,TN0900000,2010,56308
18158,TN0900000,2009,53924
18159,TN0900000,2008,52547
18160,TN0900100,2017,67193
18161,TN0900100,2016,66511
18162,TN0900100,2015,66369
18163,TN0900100,2014,65541
18164,TN0900100,2013,64928
18165,TN0900100,2012,64342
18166,TN0900100,2011,63722
18167,TN0900100,2010,63152
18168,TN0900100,2009,62689
18169,TN0900100,2008,61690
18170,TN0900300,2017,0
18171,TN0900300,2016,0
18172,TN0900300,2015,0
18173,TN0900300,2014,0
18174,TN0900300,2013,0
18175,TN0900300,2012,0
18176,TN0900300,2011,0
18177,TN0900300,2010,0
18178,TN0900300,2009,0
18179,TN0900300,2008,0
18180,TN0920200,2017,10656
18181,TN0920200,2016,10859
18182,TN0920200,2015,11285
18183,TN0920200,2014,11330
18184,TN0920200,2013,11404
18185,TN0920200,2012,11556
18186,TN0920200,2011,11576
18187,TN0920200,2010,11473
18188,TN0920200,2009,10172
18189,TN0920200,2008,10080
18190,TN0930100,2017,5101
18191,TN0930100,2016,5131
18192,TN0930100,2015,5114
18193,TN0930100,2014,5145
18194,TN0930100,2013,5088
18195,TN0930100,2012,5022
18196,TN0930100,2011,4969
18197,TN0930100,2010,4925
18198,TN0930100,2009,4976
18199,TN0930100,2008,4928
18200,TN0940100,2017,76995
18201,TN0940100,2016,74771
18202,TN0940100,2015,72696
18203,TN0940100,2014,70485
18204,TN0940100,2013,67465
18205,TN0940100,2012,64848
18206,TN0940100,2011,63051
18207,TN0940100,2010,62487
18208,TN0940100,2009,60074
18209,TN0940100,2008,58997
18210,TN0940300,2017,43468
18211,TN0940300,2016,42739
18212,TN0940300,2015,41984
18213,TN0940300,2014,40757
18214,TN0940300,2013,39635
18215,TN0940300,2012,38459
18216,TN0940300,2011,37394
18217,TN0940300,2010,37060
18218,TN0940300,2009,37479
18219,TN0940300,2008,36341
18220,TNMPD0000,2017,652765
18221,TNMPD0000,2016,656434
18222,TNMPD0000,2015,657936
18223,TNMPD0000,2014,654922
18224,TNMPD0000,2013,657691
18225,TNMPD0000,2012,657436
18226,TNMPD0000,2011,652725
18227,TNMPD0000,2010,646889
18228,TNMPD0000,2009,667421
18229,TNMPD0000,2008,672046
18230,TNTBI0000,2017,0
18231,TNTBI0000,2016,0
18232,TNTBI0000,2015,0
18233,TNTBI0000,2014,0
18234,TNTBI0000,2013,0
18235,TNTBI0000,2012,0
18236,TNTBI0000,2011,0
18237,TNTBI0000,2010,0
18238,TNTBI0000,2009,0
18239,TNTBI0000,2008,0
18240,TX0140400,2017,145912
18241,TX0140400,2016,143248
18242,TX0140400,2015,140497
18243,TX0140400,2014,139211
18244,TX0140400,2013,136539
18245,TX0140400,2012,131965
18246,TX0140400,2011,130613
18247,TX0140400,2010,127921
18248,TX0140400,2009,120670
18249,TX0140400,2008,115906
18250,TX0140700,2017,74794
18251,TX0140700,2016,73411
18252,TX0140700,2015,71780
18253,TX0140700,2014,71049
18254,TX0140700,2013,69937
18255,TX0140700,2012,68194
18256,TX0140700,2011,67493
18257,TX0140700,2010,66102
18258,TX0140700,2009,60243
18259,TX0140700,2008,58812
18260,TX0140900,2017,0
18261,TX0140900,2016,0
18262,TX0140900,2015,0
18263,TX0140900,2014,0
18264,TX0140900,2013,0
18265,TX0140900,2012,0
18266,TX0140900,2011,0
18267,TX0140900,2010,0
18268,TX0140900,2009,0
18269,TX0140900,2008,0
18270,TX0200800,2017,27647
18271,TX0200800,2016,27676
18272,TX0200800,2015,27802
18273,TX0200800,2014,27536
18274,TX0200800,2013,27273
18275,TX0200800,2012,27862
18276,TX0200800,2011,27414
18277,TX0200800,2010,26849
18278,TX0200800,2009,27531
18279,TX0200800,2008,27603
18280,TX0210100,2017,84438
18281,TX0210100,2016,83286
18282,TX0210100,2015,82050
18283,TX0210100,2014,79267
18284,TX0210100,2013,78578
18285,TX0210100,2012,78479
18286,TX0210100,2011,77804
18287,TX0210100,2010,76201
18288,TX0210100,2009,73111
18289,TX0210100,2008,72815
18290,TX0210400,2017,0
18291,TX0210400,2016,0
18292,TX0210400,2015,0
18293,TX0210400,2014,0
18294,TX0210400,2013,0
18295,TX0210400,2012,0
18296,TX0210400,2011,0
18297,TX0210400,2010,0
18298,TX0210400,2009,0
18299,TX0210400,2008,0
18300,TX0430100,2017,101779
18301,TX0430100,2016,101020
18302,TX0430100,2015,96642
18303,TX0430100,2014,93889
18304,TX0430100,2013,91289
18305,TX0430100,2013,91289
18306,TX0430100,2012,88783
18307,TX0430100,2011,86019
18308,TX0430100,2010,84246
18309,TX0430100,2009,86901
18310,TX0430400,2017,172804
18311,TX0430400,2016,162917
18312,TX0430400,2015,152678
18313,TX0430400,2014,141940
18314,TX0430400,2013,131769
18315,TX0430400,2012,123205
18316,TX0430400,2011,119451
18317,TX0430400,2010,116989
18318,TX0430400,2009,108244
18319,TX0430400,2008,99472
18320,TX0430600,2017,290413
18321,TX0430600,2016,288242
18322,TX0430600,2015,282968
18323,TX0430600,2014,277822
18324,TX0430600,2013,275795
18325,TX0430600,2012,273816
18326,TX0430600,2011,265309
18327,TX0430600,2010,259841
18328,TX0430600,2009,272747
18329,TX0430600,2008,265739
18330,TX0460100,2017,76993
18331,TX0460100,2016,73334
18332,TX0460100,2015,68641
18333,TX0460100,2014,64622
18334,TX0460100,2013,61651
18335,TX0460100,2012,60482
18336,TX0460100,2011,58955
18337,TX0460100,2010,57740
18338,TX0460100,2009,55584
18339,TX0460100,2008,53803
18340,TX0500100,2017,32895
18341,TX0500100,2016,33237
18342,TX0500100,2015,33105
18343,TX0500100,2014,33366
18344,TX0500100,2013,33780
18345,TX0500100,2012,33009
18346,TX0500100,2011,32706
18347,TX0500100,2010,32032
18348,TX0500100,2009,30793
18349,TX0500100,2008,30052
18350,TX0570400,2017,135823
18351,TX0570400,2016,136095
18352,TX0570400,2015,130676
18353,TX0570400,2014,128577
18354,TX0570400,2013,127459
18355,TX0570400,2012,124477
18356,TX0570400,2011,121603
18357,TX0570400,2010,119097
18358,TX0570400,2009,127432
18359,TX0570400,2008,125607
18360,TX0571100,2017,236243
18361,TX0571100,2016,238859
18362,TX0571100,2015,237593
18363,TX0571100,2014,236414
18364,TX0571100,2013,235683
18365,TX0571100,2012,234984
18366,TX0571100,2011,231650
18367,TX0571100,2010,226876
18368,TX0571100,2009,218872
18369,TX0571100,2008,219135
18370,TX0572000,2017,115824
18371,TX0572000,2016,113216
18372,TX0572000,2015,111008
18373,TX0572000,2014,105744
18374,TX0572000,2013,104577
18375,TX0572000,2012,103266
18376,TX0572000,2011,101311
18377,TX0572000,2010,99223
18378,TX0572000,2009,102675
18379,TX0572000,2008,100597
18380,TX0573300,2017,62998
18381,TX0573300,2016,61047
18382,TX0573300,2015,58933
18383,TX0573300,2014,58474
18384,TX0573300,2013,58177
18385,TX0573300,2012,58324
18386,TX0573300,2011,57382
18387,TX0573300,2010,56199
18388,TX0573300,2009,57119
18389,TX0573300,2008,57010
18390,TX0575500,2017,4060
18391,TX0575500,2016,3933
18392,TX0575500,2015,3651
18393,TX0575500,2014,3552
18394,TX0575500,2013,3535
18395,TX0575500,2012,3620
18396,TX0575500,2011,3565
18397,TX0575500,2010,3492
18398,TX0575500,2009,4026
18399,TX0575500,2008,3966
18400,TX0610200,2017,136836
18401,TX0610200,2016,134054
18402,TX0610200,2015,131194
18403,TX0610200,2014,125248
18404,TX0610200,2013,123260
18405,TX0610200,2012,118942
18406,TX0610200,2011,115769
18407,TX0610200,2010,113383
18408,TX0610200,2009,124308
18409,TX0610200,2008,120295
18410,TX0610500,2017,8013
18411,TX0610500,2016,8053
18412,TX0610500,2015,7505
18413,TX0610500,2014,7389
18414,TX0610500,2013,7390
18415,TX0610500,2012,7473
18416,TX0610500,2011,7255
18417,TX0610500,2010,7105
18418,TX0610500,2009,8011
18419,TX0610500,2008,7724
18420,TX0610600,2017,106199
18421,TX0610600,2016,105762
18422,TX0610600,2015,104741
18423,TX0610600,2014,102439
18424,TX0610600,2013,100710
18425,TX0610600,2012,100216
18426,TX0610600,2011,97295
18427,TX0610600,2010,95290
18428,TX0610600,2009,104601
18429,TX0610600,2008,100947
18430,TX0611200,2017,75101
18431,TX0611200,2016,72600
18432,TX0611200,2015,70894
18433,TX0611200,2014,69572
18434,TX0611200,2013,68835
18435,TX0611200,2012,68023
18436,TX0611200,2011,66030
18437,TX0611200,2010,64669
18438,TX0611200,2009,71605
18439,TX0611200,2008,70761
18440,TX0700800,2017,12833
18441,TX0700800,2016,12278
18442,TX0700800,2015,11751
18443,TX0700800,2014,11352
18444,TX0700800,2013,11168
18445,TX0700800,2012,11160
18446,TX0700800,2011,10996
18447,TX0700800,2010,10769
18448,TX0700800,2009,9852
18449,TX0700800,2008,9323
18450,TX0701000,2017,35169
18451,TX0701000,2016,34152
18452,TX0701000,2015,33012
18453,TX0701000,2014,32053
18454,TX0701000,2013,31530
18455,TX0701000,2012,30676
18456,TX0701000,2011,30244
18457,TX0701000,2010,29621
18458,TX0701000,2009,29576
18459,TX0701000,2008,28110
18460,TX0710200,2017,688667
18461,TX0710200,2016,687193
18462,TX0710200,2015,686077
18463,TX0710200,2014,680273
18464,TX0710200,2013,679700
18465,TX0710200,2012,675536
18466,TX0710200,2011,662780
18467,TX0710200,2010,649121
18468,TX0710200,2009,618812
18469,TX0710200,2008,612374
18470,TX0790100,2017,75863
18471,TX0790100,2016,75607
18472,TX0790100,2015,72879
18473,TX0790100,2014,70853
18474,TX0790100,2013,69487
18475,TX0790100,2012,70819
18476,TX0790100,2011,68775
18477,TX0790100,2011,68775
18478,TX0790100,2010,67358
18479,TX0790100,2009,77543
18480,TX0840400,2017,51021
18481,TX0840400,2016,50667
18482,TX0840400,2015,50065
18483,TX0840400,2014,48961
18484,TX0840400,2013,48067
18485,TX0840400,2012,49170
18486,TX0840400,2011,48748
18487,TX0840400,2011,48748
18488,TX0840400,2010,47743
18489,TX0840400,2009,57040
18490,TX0910200,2017,23814
18491,TX0910200,2016,23237
18492,TX0910200,2015,22952
18493,TX0910200,2014,22838
18494,TX0910200,2013,22652
18495,TX0910200,2012,23125
18496,TX0910200,2011,23159
18497,TX0910200,2010,22682
18498,TX0910200,2009,24142
18499,TX0910200,2008,24276
18500,TX0920500,2017,82303
18501,TX0920500,2016,82632
18502,TX0920500,2015,81842
18503,TX0920500,2014,81659
18504,TX0920500,2013,81273
18505,TX0920500,2012,82554
18506,TX0920500,2011,82148
18507,TX0920500,2010,80455
18508,TX0920500,2009,77663
18509,TX0920500,2008,77272
18510,TX1010000,2017,1878832
18511,TX1010000,2016,1825580
18512,TX1010000,2015,1806761
18513,TX1010000,2014,1757557
18514,TX1010000,2013,1697008
18515,TX1010000,2012,1622053
18516,TX1010000,2011,1596952
18517,TX1010000,2010,1564041
18518,TX1010000,2009,1353235
18519,TX1010000,2008,1337796
18520,TX1010400,2017,34069
18521,TX1010400,2016,34156
18522,TX1010400,2015,34131
18523,TX1010400,2014,33523
18524,TX1010400,2013,33295
18525,TX1010400,2012,33196
18526,TX1010400,2011,32684
18527,TX1010400,2010,32010
18528,TX1010400,2009,31164
18529,TX1010400,2009,31164
18530,TX1011300,2017,35293
18531,TX1011300,2016,35410
18532,TX1011300,2015,35336
18533,TX1011300,2014,34852
18534,TX1011300,2013,34671
18535,TX1011300,2012,35054
18536,TX1011300,2011,34511
18537,TX1011300,2010,33800
18538,TX1011300,2009,34535
18539,TX1011300,2008,34552
18540,TX1012300,2017,11807
18541,TX1012300,2016,11700
18542,TX1012300,2015,11435
18543,TX1012300,2014,11214
18544,TX1012300,2013,11029
18545,TX1012300,2012,11143
18546,TX1012300,2011,10979
18547,TX1012300,2010,10753
18548,TX1012300,2009,10345
18549,TX1012300,2008,10412
18550,TX1020200,2017,23564
18551,TX1020200,2016,23876
18552,TX1020200,2015,25005
18553,TX1020200,2014,24749
18554,TX1020200,2013,25169
18555,TX1020200,2012,24109
18556,TX1020200,2011,24018
18557,TX1020200,2010,23523
18558,TX1020200,2009,23791
18559,TX1020200,2008,23874
18560,TX1050100,2017,65327
18561,TX1050100,2016,64380
18562,TX1050100,2015,62919
18563,TX1050100,2014,56623
18564,TX1050100,2013,51786
18565,TX1050100,2012,47384
18566,TX1050100,2011,45839
18567,TX1050100,2010,44894
18568,TX1050100,2009,55187
18569,TX1050100,2008,52473
18570,TX1070100,2017,12826
18571,TX1070100,2016,12802
18572,TX1070100,2015,12844
18573,TX1070100,2014,12823
18574,TX1070100,2013,12886
18575,TX1070100,2012,12946
18576,TX1070100,2011,12977
18577,TX1070100,2010,12710
18578,TX1070100,2009,12402
18579,TX1070100,2008,12348
18580,TX1080400,2017,89595
18581,TX1080400,2016,86535
18582,TX1080400,2015,85137
18583,TX1080400,2014,82349
18584,TX1080400,2013,82271
18585,TX1080400,2012,80332
18586,TX1080400,2011,78722
18587,TX1080400,2010,77100
18588,TX1080400,2009,74611
18589,TX1080400,2008,71734
18590,TX1230100,2017,118456
18591,TX1230100,2016,118283
18592,TX1230100,2015,117635
18593,TX1230100,2014,117898
18594,TX1230100,2013,118177
18595,TX1230100,2012,120323
18596,TX1230100,2011,120785
18597,TX1230100,2010,118296
18598,TX1230100,2009,110237
18599,TX1230100,2008,109103
18600,TX1260300,2017,30320
18601,TX1260300,2016,30069
18602,TX1260300,2015,29864
18603,TX1260300,2014,29734
18604,TX1260300,2013,29327
18605,TX1260300,2012,30126
18606,TX1260300,2011,29954
18607,TX1260300,2010,29337
18608,TX1260300,2009,30287
18609,TX1260300,2008,29954
18610,TX1290000,2017,72170
18611,TX1290000,2016,69380
18612,TX1290000,2015,67894
18613,TX1290000,2014,66664
18614,TX1290000,2013,65580
18615,TX1290000,2012,64137
18616,TX1290000,2011,63280
18617,TX1290000,2010,62045
18618,TX1290000,2009,52428
18619,TX1290000,2009,52428
18620,TX1290100,2017,20155
18621,TX1290100,2016,19252
18622,TX1290100,2015,18314
18623,TX1290100,2014,17167
18624,TX1290100,2013,16257
18625,TX1290100,2012,15174
18626,TX1290100,2011,14970
18627,TX1290100,2010,14661
18628,TX1290100,2009,16977
18629,TX1290100,2008,15855
18630,TX1400500,2017,907
18631,TX1400500,2016,913
18632,TX1400500,2015,928
18633,TX1400500,2014,946
18634,TX1400500,2013,964
18635,TX1400500,2012,986
18636,TX1400500,2011,978
18637,TX1400500,2010,958
18638,TX1400500,2009,973
18639,TX1400500,2008,994
18640,TX1460100,2017,8183
18641,TX1460100,2016,7893
18642,TX1460100,2015,7761
18643,TX1460100,2014,7713
18644,TX1460100,2013,7635
18645,TX1460100,2012,7847
18646,TX1460100,2011,7836
18647,TX1460100,2010,7675
18648,TX1460100,2009,7979
18649,TX1460100,2008,8021
18650,TX1550400,2017,14443
18651,TX1550400,2016,14384
18652,TX1550400,2015,14307
18653,TX1550400,2014,14166
18654,TX1550400,2013,13944
18655,TX1550400,2012,13973
18656,TX1550400,2011,13834
18657,TX1550400,2010,13549
18658,TX1550400,2009,13853
18659,TX1550400,2008,13788
18660,TX1610100,2017,17842
18661,TX1610100,2016,17595
18662,TX1610100,2015,17305
18663,TX1610100,2014,17480
18664,TX1610100,2013,17429
18665,TX1610100,2012,17928
18666,TX1610100,2011,17985
18667,TX1610100,2010,17614
18668,TX1610100,2009,17811
18669,TX1610100,2008,17705
18670,TX1650100,2017,138954
18671,TX1650100,2016,137780
18672,TX1650100,2015,132625
18673,TX1650100,2014,127344
18674,TX1650100,2013,122259
18675,TX1650100,2012,115637
18676,TX1650100,2011,113486
18677,TX1650100,2010,111147
18678,TX1650100,2009,107933
18679,TX1650100,2008,105049
18680,TX1740200,2017,34093
18681,TX1740200,2016,34079
18682,TX1740200,2015,33873
18683,TX1740200,2014,34096
18684,TX1740200,2014,34096
18685,TX1740200,2013,34413
18686,TX1740200,2012,33905
18687,TX1740200,2012,33905
18688,TX1740200,2011,33690
18689,TX1740200,2010,32996
18690,TX1770000,2017,2895
18691,TX1770000,2016,2927
18692,TX1770000,2015,2992
18693,TX1770000,2014,3067
18694,TX1770000,2013,2982
18695,TX1770000,2012,3043
18696,TX1770000,2011,3051
18697,TX1770000,2010,2988
18698,TX1770000,2009,2961
18699,TX1770000,2008,2873
18700,TX1780200,2017,329256
18701,TX1780200,2016,327948
18702,TX1780200,2015,324326
18703,TX1780200,2014,319211
18704,TX1780200,2013,314523
18705,TX1780200,2012,312565
18706,TX1780200,2011,311637
18707,TX1780200,2010,305215
18708,TX1780200,2009,287507
18709,TX1780200,2008,286558
18710,TX1810400,2017,11000
18711,TX1810400,2016,10991
18712,TX1810400,2015,10971
18713,TX1810400,2014,10954
18714,TX1810400,2013,10984
18715,TX1810400,2012,10974
18716,TX1810400,2011,10802
18717,TX1810400,2010,10579
18718,TX1810400,2009,11023
18719,TX1810400,2008,10901
18720,TX1840100,2017,30712
18721,TX1840100,2016,29422
18722,TX1840100,2015,28379
18723,TX1840100,2014,27427
18724,TX1840100,2013,26702
18725,TX1840100,2012,25940
18726,TX1840100,2011,25781
18727,TX1840100,2011,25781
18728,TX1840100,2010,25250
18729,TX1840100,2009,27667
18730,TX2120400,2017,106115
18731,TX2120400,2016,105044
18732,TX2120400,2015,102481
18733,TX2120400,2014,100969
18734,TX2120400,2013,100033
18735,TX2120400,2012,100040
18736,TX2120400,2011,98939
18737,TX2120400,2010,96900
18738,TX2120400,2009,99279
18739,TX2120400,2008,98042
18740,TX2200100,2017,397377
18741,TX2200100,2016,392666
18742,TX2200100,2015,387565
18743,TX2200100,2014,382976
18744,TX2200100,2013,378765
18745,TX2200100,2012,379295
18746,TX2200100,2011,373128
18747,TX2200100,2010,365438
18748,TX2200100,2009,379104
18749,TX2200100,2008,375836
18750,TX2200300,2017,49947
18751,TX2200300,2016,49803
18752,TX2200300,2015,49377
18753,TX2200300,2014,48977
18754,TX2200300,2013,48513
18755,TX2200300,2012,48763
18756,TX2200300,2011,47968
18757,TX2200300,2010,46979
18758,TX2200300,2009,49375
18759,TX2200300,2008,49210
18760,TX2201200,2017,873069
18761,TX2201200,2016,851849
18762,TX2201200,2015,829731
18763,TX2201200,2014,804907
18764,TX2201200,2013,789035
18765,TX2201200,2012,770101
18766,TX2201200,2011,756803
18767,TX2201200,2010,741206
18768,TX2201200,2009,723456
18769,TX2201200,2008,701345
18770,TX2201300,2017,52925
18771,TX2201300,2016,52423
18772,TX2201300,2015,51962
18773,TX2201300,2014,51135
18774,TX2201300,2013,49075
18775,TX2201300,2012,48095
